A,B,support,confidence,bayesian confidence,bayesian lift
['right'],"['0-2', 'no-recurrence-events']",26.223776223776223,55.97014925373134,17.533531385177028,44.91017964071856
"['no-recurrence-events', 'right']",['0-2'],26.223776223776223,76.53061224489795,44.82347916259381,35.2112676056338
"['0-2', 'right']",['no-recurrence-events'],26.223776223776223,76.53061224489795,44.82347916259381,37.3134328358209
['0-2'],"['no', 'no-recurrence-events']",56.64335664335665,76.05633802816901,43.995294919686735,88.04347826086956
['no-recurrence-events'],"['0-2', 'no']",56.64335664335665,80.59701492537313,52.35484417963646,78.26086956521739
['no'],"['0-2', 'no-recurrence-events']",56.64335664335665,64.28571428571429,26.567055393586013,97.0059880239521
"['no', 'no-recurrence-events']",['0-2'],56.64335664335665,88.04347826086956,68.24825860935317,76.05633802816901
"['0-2', 'no']",['no-recurrence-events'],56.64335664335665,78.26086956521739,47.932933344291946,80.59701492537313
"['0-2', 'no-recurrence-events']",['no'],56.64335664335665,97.0059880239521,91.2842034386532,64.28571428571429
['0-2'],"['no', 'premeno']",37.76223776223776,50.70422535211268,13.03564293916644,81.81818181818183
['premeno'],"['0-2', 'no']",37.76223776223776,72.0,37.324799999999996,52.17391304347826
"['0-2', 'no']",['premeno'],37.76223776223776,52.17391304347826,14.202350620530943,72.0
"['0-2', 'premeno']",['no'],37.76223776223776,96.42857142857143,89.66381195335278,42.857142857142854
"['no', 'premeno']",['0-2'],37.76223776223776,81.81818181818181,54.77084898572503,50.70422535211267
['right'],"['0-2', 'no']",32.86713286713287,70.14925373134328,34.51987112776506,45.410628019323674
"['0-2', 'right']",['no'],32.86713286713287,95.91836734693878,88.24809390645053,37.301587301587304
"['no', 'right']",['0-2'],32.86713286713287,77.68595041322314,46.88430147197866,44.13145539906103
['left'],"['0-2', 'no-recurrence-events']",32.16783216783217,60.526315789473685,22.173421781600815,55.08982035928144
"['left', 'no-recurrence-events']",['0-2'],32.16783216783217,89.32038834951456,71.26098284383933,43.1924882629108
"['0-2', 'left']",['no-recurrence-events'],32.16783216783217,80.0,51.20000000000001,45.77114427860697
"['0-2', 'no-recurrence-events']",['left'],32.16783216783217,55.08982035928144,16.719145165511783,60.526315789473685
"['0-2', 'left']",['premeno'],20.97902097902098,52.17391304347826,14.202350620530943,40.0
"['0-2', 'premeno']",['left'],20.97902097902098,53.57142857142857,15.37445335276968,39.473684210526315
"['left', 'premeno']",['0-2'],20.97902097902098,80.0,51.20000000000001,28.169014084507044
['0-2'],"['left', 'no']",39.51048951048951,53.051643192488264,14.93126213769055,86.25954198473282
['left'],"['0-2', 'no']",39.51048951048951,74.34210526315789,41.087012729625314,54.589371980676326
"['0-2', 'no']",['left'],39.51048951048951,54.589371980676326,16.2676303022534,74.3421052631579
"['0-2', 'left']",['no'],39.51048951048951,98.26086956521739,94.87281992274184,44.84126984126984
"['left', 'no']",['0-2'],39.51048951048951,86.25954198473282,64.18321144473244,53.051643192488264
['left_low'],"['0-2', 'no-recurrence-events']",22.027972027972027,57.27272727272727,18.786401202103683,37.72455089820359
"['left_low', 'no-recurrence-events']",['0-2'],22.027972027972027,84.0,59.27039999999999,29.577464788732392
"['0-2', 'left_low']",['no-recurrence-events'],22.027972027972027,79.74683544303798,50.71546064307286,31.343283582089555
['left_low'],"['0-2', 'no']",27.272727272727273,70.9090909090909,35.653794139744555,37.68115942028986
"['left_low', 'no']",['0-2'],27.272727272727273,80.41237113402062,51.99584078854092,36.61971830985916
"['0-2', 'left_low']",['no'],27.272727272727273,98.73417721518987,96.25039804153425,30.952380952380953
['40-49'],"['0-2', 'premeno']",22.027972027972027,70.0,34.29999999999999,56.25
"['40-49', 'premeno']",['0-2'],22.027972027972027,77.77777777777777,47.05075445816187,29.577464788732392
"['0-2', 'premeno']",['40-49'],22.027972027972027,56.25,17.7978515625,70.0
"['0-2', '40-49']",['premeno'],22.027972027972027,92.6470588235294,79.52339456543865,42.0
['40-49'],"['0-2', 'no']",22.727272727272727,72.22222222222223,37.67146776406036,31.40096618357488
"['0-2', '40-49']",['no'],22.727272727272727,95.58823529411765,87.34002900468147,25.793650793650798
"['40-49', 'no']",['0-2'],22.727272727272727,82.27848101265823,55.70046182959159,30.51643192488263
['2'],"['0-2', 'no-recurrence-events']",28.321678321678323,62.30769230769231,24.1893946290396,48.50299401197605
"['2', 'no-recurrence-events']",['0-2'],28.321678321678323,79.41176470588235,50.07887237940159,38.028169014084504
"['0-2', '2']",['no-recurrence-events'],28.321678321678323,82.65306122448979,56.46467458286939,40.298507462686565
"['0-2', '2']",['premeno'],20.27972027972028,59.183673469387756,20.730307949918824,38.666666666666664
"['0-2', 'premeno']",['2'],20.27972027972028,51.785714285714285,13.88768677113703,44.61538461538462
"['2', 'premeno']",['0-2'],20.27972027972028,72.5,38.1078125,27.230046948356808
['2'],"['0-2', 'no']",32.86713286713287,72.3076923076923,37.805370960400545,45.410628019323674
"['0-2', '2']",['no'],32.86713286713287,95.91836734693878,88.24809390645053,37.301587301587304
"['2', 'no']",['0-2'],32.86713286713287,81.73913043478261,54.612246239829055,44.13145539906103
['ge40'],"['0-2', 'no-recurrence-events']",27.622377622377623,61.24031007751938,22.967416332780385,47.30538922155689
"['0-2', 'ge40']",['no-recurrence-events'],27.622377622377623,84.04255319148936,59.36052223495758,39.30348258706468
"['ge40', 'no-recurrence-events']",['0-2'],27.622377622377623,84.04255319148936,59.36052223495758,37.08920187793427
['ge40'],"['0-2', 'no']",32.16783216783217,71.31782945736434,36.27390833045682,44.44444444444444
"['0-2', 'ge40']",['no'],32.16783216783217,97.87234042553192,93.75186615682458,36.507936507936506
"['ge40', 'no']",['0-2'],32.16783216783217,81.41592920353982,53.966984476369426,43.1924882629108
['left_up'],"['0-2', 'no']",24.825174825174827,73.19587628865979,39.21568842290721,34.29951690821256
"['left_up', 'no']",['0-2'],24.825174825174827,82.55813953488372,56.270359842529594,33.33333333333333
"['0-2', 'left_up']",['no'],24.825174825174827,97.26027397260275,92.00394841356547,28.174603174603174
['50-59'],"['0-2', 'no-recurrence-events']",20.27972027972028,60.416666666666664,22.05313223379629,34.73053892215569
"['0-2', '50-59']",['no-recurrence-events'],20.27972027972028,81.69014084507042,54.51411104995376,28.855721393034827
"['50-59', 'no-recurrence-events']",['0-2'],20.27972027972028,81.69014084507042,54.51411104995376,27.230046948356808
['50-59'],"['0-2', 'no']",24.125874125874127,71.875,37.1307373046875,33.33333333333333
"['0-2', '50-59']",['no'],24.125874125874127,97.1830985915493,91.78510858844797,27.380952380952383
"['50-59', 'no']",['0-2'],24.125874125874127,81.17647058823529,53.49220435579076,32.3943661971831
['1'],"['0-2', 'no']",23.426573426573427,94.36619718309859,84.03290203430461,32.367149758454104
"['0-2', '1']",['no'],23.426573426573427,100.0,100.0,26.58730158730159
"['1', 'no']",['0-2'],23.426573426573427,98.52941176470588,95.6527961530633,31.455399061032864
['premeno'],"['no', 'no-recurrence-events']",31.818181818181817,60.666666666666664,22.328029629629633,49.45652173913043
"['no-recurrence-events', 'premeno']",['no'],31.818181818181817,89.2156862745098,71.0106783966951,36.11111111111111
"['no', 'premeno']",['no-recurrence-events'],31.818181818181817,68.93939393939394,32.76441237443304,45.27363184079602
['right'],"['no', 'no-recurrence-events']",30.41958041958042,64.92537313432835,27.36801900499729,47.28260869565217
"['no-recurrence-events', 'right']",['no'],30.41958041958042,88.77551020408163,69.96478933097605,34.523809523809526
"['no', 'right']",['no-recurrence-events'],30.41958041958042,71.90082644628099,37.170777636220265,43.28358208955223
"['premeno', 'right']",['no'],23.076923076923077,88.0,68.1472,26.190476190476193
"['no', 'premeno']",['right'],23.076923076923077,50.0,12.5,49.25373134328358
"['no', 'right']",['premeno'],23.076923076923077,54.54545454545455,16.228399699474075,44.0
['left'],"['no', 'no-recurrence-events']",33.91608391608391,63.81578947368421,25.98869300371775,52.71739130434783
"['no', 'no-recurrence-events']",['left'],33.91608391608391,52.71739130434783,14.650813291074218,63.81578947368421
"['left', 'no-recurrence-events']",['no'],33.91608391608391,94.1747572815534,83.52250836668263,38.492063492063494
"['left', 'no']",['no-recurrence-events'],33.91608391608391,74.04580152671755,40.597689328412415,48.258706467661696
"['no', 'premeno']",['left'],23.076923076923077,50.0,12.5,43.42105263157895
"['left', 'no']",['premeno'],23.076923076923077,50.38167938931298,12.788450289601263,44.0
"['left', 'premeno']",['no'],23.076923076923077,88.0,68.1472,26.190476190476193
['left_low'],"['left', 'no']",23.426573426573427,60.90909090909091,22.596769346356126,51.14503816793893
"['left_low', 'no']",['left'],23.426573426573427,69.0721649484536,32.95408103449976,44.07894736842105
"['left', 'left_low']",['no'],23.426573426573427,85.8974358974359,63.378302061734004,26.58730158730159
"['left', 'no']",['left_low'],23.426573426573427,51.14503816793893,13.378595439419486,60.909090909090914
['left_low'],"['no', 'no-recurrence-events']",24.475524475524477,63.63636363636363,25.770097670924113,38.04347826086957
"['left_low', 'no']",['no-recurrence-events'],24.475524475524477,72.16494845360825,37.58191597647788,34.82587064676617
"['left_low', 'no-recurrence-events']",['no'],24.475524475524477,93.33333333333333,81.30370370370372,27.77777777777778
['40-49'],"['no-recurrence-events', 'premeno']",20.27972027972028,64.44444444444444,26.76433470507545,56.86274509803921
"['40-49', 'premeno']",['no-recurrence-events'],20.27972027972028,71.60493827160494,36.71376502753833,28.855721393034827
"['40-49', 'no-recurrence-events']",['premeno'],20.27972027972028,92.06349206349206,78.03013033549692,38.666666666666664
"['no-recurrence-events', 'premeno']",['40-49'],20.27972027972028,56.86274509803921,18.385839533814295,64.44444444444444
['40-49'],"['no', 'premeno']",25.174825174825173,80.0,51.20000000000001,54.54545454545454
"['40-49', 'premeno']",['no'],25.174825174825173,88.88888888888889,70.23319615912207,28.57142857142857
"['no', 'premeno']",['40-49'],25.174825174825173,54.54545454545455,16.228399699474075,80.0
"['40-49', 'no']",['premeno'],25.174825174825173,91.13924050632912,75.70354475000963,48.0
"['2', 'no-recurrence-events']",['premeno'],21.678321678321677,60.78431372549019,22.458179734792797,41.333333333333336
"['no-recurrence-events', 'premeno']",['2'],21.678321678321677,60.78431372549019,22.458179734792797,47.69230769230769
"['2', 'premeno']",['no-recurrence-events'],21.678321678321677,77.5,46.548437500000006,30.845771144278604
['2'],"['no', 'no-recurrence-events']",32.16783216783217,70.76923076923077,35.44324078288576,50.0
"['2', 'no-recurrence-events']",['no'],32.16783216783217,90.19607843137256,73.37750940437691,36.507936507936506
"['no', 'no-recurrence-events']",['2'],32.16783216783217,50.0,12.5,70.76923076923077
"['2', 'no']",['no-recurrence-events'],32.16783216783217,80.0,51.20000000000001,45.77114427860697
['2'],"['no', 'premeno']",24.475524475524477,53.84615384615385,15.612198452435136,53.03030303030303
"['no', 'premeno']",['2'],24.475524475524477,53.03030303030303,14.913250966969974,53.84615384615385
"['2', 'no']",['premeno'],24.475524475524477,60.869565217391305,22.552806772417195,46.666666666666664
"['2', 'premeno']",['no'],24.475524475524477,87.5,66.9921875,27.77777777777778
"['2', 'left']",['no'],20.27972027972028,89.23076923076923,71.04670004551663,23.015873015873016
"['2', 'no']",['left'],20.27972027972028,50.43478260869565,12.828930714227004,38.15789473684211
['ge40'],"['no', 'no-recurrence-events']",30.76923076923077,68.21705426356588,31.745259793104637,47.82608695652174
"['ge40', 'no']",['no-recurrence-events'],30.76923076923077,77.87610619469027,47.22942801877057,43.78109452736319
"['ge40', 'no-recurrence-events']",['no'],30.76923076923077,93.61702127659575,82.04733055296033,34.92063492063492
"['ge40', 'left']",['no'],20.97902097902098,83.33333333333333,57.87037037037038,23.809523809523807
"['ge40', 'no']",['left'],20.97902097902098,53.097345132743364,14.969883505198228,39.473684210526315
['left_up'],"['no', 'no-recurrence-events']",21.678321678321677,63.91752577319588,26.113186212367403,33.69565217391305
"['left_up', 'no']",['no-recurrence-events'],21.678321678321677,72.09302325581395,37.46965675978215,30.845771144278604
"['left_up', 'no-recurrence-events']",['no'],21.678321678321677,87.32394366197182,66.58862119353692,24.6031746031746
['50-59'],"['no', 'no-recurrence-events']",22.727272727272727,67.70833333333333,31.04033293547454,35.32608695652174
"['50-59', 'no-recurrence-events']",['no'],22.727272727272727,91.54929577464789,76.72996918228274,25.793650793650798
"['50-59', 'no']",['no-recurrence-events'],22.727272727272727,76.47058823529412,44.718094850396895,32.33830845771145
['premeno'],"['0-2', 'no', 'no-recurrence-events']",27.622377622377623,52.666666666666664,7.693843160493824,48.76543209876543
"['no-recurrence-events', 'premeno']","['0-2', 'no']",27.622377622377623,77.45098039215686,35.983854175212244,38.164251207729464
"['no', 'premeno']","['0-2', 'no-recurrence-events']",27.622377622377623,59.84848484848485,12.829585942592301,47.30538922155689
"['0-2', 'premeno']","['no', 'no-recurrence-events']",27.622377622377623,70.53571428571429,24.753480630832534,42.934782608695656
"['0-2', 'no-recurrence-events', 'premeno']",['no'],27.622377622377623,95.18072289156626,82.07218498100679,31.349206349206348
"['no', 'no-recurrence-events', 'premeno']",['0-2'],27.622377622377623,86.81318681318682,56.79927546732401,37.08920187793427
"['0-2', 'no', 'premeno']",['no-recurrence-events'],27.622377622377623,73.14814814814815,28.629472303839943,39.30348258706468
['right'],"['0-2', 'no', 'no-recurrence-events']",25.174825174825173,53.73134328358209,8.335099570887396,44.44444444444444
"['no', 'right']","['0-2', 'no-recurrence-events']",25.174825174825173,59.50413223140496,12.536852158693627,43.11377245508982
"['no-recurrence-events', 'right']","['0-2', 'no']",25.174825174825173,73.46938775510205,29.1357151790669,34.78260869565217
"['0-2', 'right']","['no', 'no-recurrence-events']",25.174825174825173,73.46938775510205,29.1357151790669,39.130434782608695
"['0-2', 'no', 'right']",['no-recurrence-events'],25.174825174825173,76.59574468085107,34.42061069155955,35.82089552238806
"['no', 'no-recurrence-events', 'right']",['0-2'],25.174825174825173,82.75862068965517,46.908654410340446,33.80281690140845
"['0-2', 'no-recurrence-events', 'right']",['no'],25.174825174825173,96.0,84.93465599999999,28.57142857142857
['left'],"['0-2', 'no', 'no-recurrence-events']",31.46853146853147,59.21052631578947,12.291239636167612,55.55555555555556
"['0-2', 'left']","['no', 'no-recurrence-events']",31.46853146853147,78.26086956521739,37.51273044335892,48.91304347826087
"['left', 'no']","['0-2', 'no-recurrence-events']",31.46853146853147,68.70229007633588,22.278444006781246,53.89221556886228
"['left', 'no-recurrence-events']","['0-2', 'no']",31.46853146853147,87.37864077669903,58.29363521374833,43.47826086956522
"['0-2', 'no-recurrence-events']","['left', 'no']",31.46853146853147,53.89221556886228,8.435370318497561,68.70229007633588
"['0-2', 'left', 'no-recurrence-events']",['no'],31.46853146853147,97.82608695652173,91.58381455898171,35.714285714285715
"['left', 'no', 'no-recurrence-events']",['0-2'],31.46853146853147,92.78350515463917,74.1110729228672,42.25352112676056
"['0-2', 'left', 'no']",['no-recurrence-events'],31.46853146853147,79.64601769911505,40.2398417230439,44.776119402985074
"['0-2', 'no', 'no-recurrence-events']",['left'],31.46853146853147,55.55555555555556,9.525986892242038,59.210526315789465
"['0-2', 'left']","['no', 'premeno']",20.62937062937063,51.30434782608695,6.928140479772445,44.696969696969695
"['0-2', 'premeno']","['left', 'no']",20.62937062937063,52.67857142857143,7.700801978057646,45.038167938931295
"['left', 'premeno']","['0-2', 'no']",20.62937062937063,78.66666666666667,38.296844641975305,28.502415458937197
"['left', 'no', 'premeno']",['0-2'],20.62937062937063,89.39393939393939,63.8604985070675,27.699530516431924
"['0-2', 'no', 'premeno']",['left'],20.62937062937063,54.629629629629626,8.906622072111485,38.81578947368421
"['0-2', 'left', 'no']",['premeno'],20.62937062937063,52.21238938053097,7.431804431351701,39.33333333333333
"['0-2', 'left', 'premeno']",['no'],20.62937062937063,98.33333333333333,93.49815586419751,23.41269841269841
['left_low'],"['0-2', 'no', 'no-recurrence-events']",21.678321678321677,56.36363636363637,10.092436308995286,38.2716049382716
"['0-2', 'left_low']","['no', 'no-recurrence-events']",21.678321678321677,78.48101265822785,37.936598899499074,33.69565217391305
"['left_low', 'no']","['0-2', 'no-recurrence-events']",21.678321678321677,63.91752577319588,16.690902527492565,37.12574850299401
"['left_low', 'no-recurrence-events']","['0-2', 'no']",21.678321678321677,82.66666666666667,46.70051871604938,29.951690821256037
"['left_low', 'no', 'no-recurrence-events']",['0-2'],21.678321678321677,88.57142857142857,61.54242399000416,29.107981220657276
"['0-2', 'left_low', 'no']",['no-recurrence-events'],21.678321678321677,79.48717948717949,39.91979912174116,30.845771144278604
"['0-2', 'left_low', 'no-recurrence-events']",['no'],21.678321678321677,98.41269841269842,93.80037187929302,24.6031746031746
['40-49'],"['0-2', 'no', 'premeno']",20.97902097902098,66.66666666666667,19.75308641975308,55.55555555555556
"['0-2', '40-49']","['no', 'premeno']",20.97902097902098,88.23529411764706,60.613498401599585,45.45454545454545
"['40-49', 'premeno']","['0-2', 'no']",20.97902097902098,74.07407407407408,30.106822770542724,28.985507246376812
"['40-49', 'no']","['0-2', 'premeno']",20.97902097902098,75.9493670886076,33.273358276199744,53.57142857142857
"['0-2', 'premeno']","['40-49', 'no']",20.97902097902098,53.57142857142857,8.236314296126611,75.9493670886076
"['0-2', '40-49', 'no']",['premeno'],20.97902097902098,92.3076923076923,72.60249991246806,40.0
"['0-2', '40-49', 'premeno']",['no'],20.97902097902098,95.23809523809524,82.27024747918819,23.809523809523807
"['40-49', 'no', 'premeno']",['0-2'],20.97902097902098,83.33333333333333,48.22530864197532,28.169014084507044
"['0-2', 'no', 'premeno']",['40-49'],20.97902097902098,55.55555555555556,9.525986892242038,66.66666666666666
['2'],"['0-2', 'no', 'no-recurrence-events']",27.272727272727273,60.0,12.959999999999999,48.148148148148145
"['2', 'no-recurrence-events']","['0-2', 'no']",27.272727272727273,76.47058823529412,34.19619017971527,37.68115942028986
"['0-2', '2']","['no', 'no-recurrence-events']",27.272727272727273,79.59183673469387,40.13045723521072,42.391304347826086
"['2', 'no']","['0-2', 'no-recurrence-events']",27.272727272727273,67.82608695652173,21.163478403807872,46.706586826347305
"['0-2', '2', 'no-recurrence-events']",['no'],27.272727272727273,96.29629629629629,85.98809651494707,30.952380952380953
"['0-2', '2', 'no']",['no-recurrence-events'],27.272727272727273,82.97872340425532,47.40967698503242,38.80597014925373
"['2', 'no', 'no-recurrence-events']",['0-2'],27.272727272727273,84.78260869565217,51.668648446796574,36.61971830985916
['ge40'],"['0-2', 'no', 'no-recurrence-events']",27.272727272727273,60.46511627906977,13.366557456839399,48.148148148148145
"['ge40', 'no']","['0-2', 'no-recurrence-events']",27.272727272727273,69.02654867256638,22.70202705090087,46.706586826347305
"['ge40', 'no-recurrence-events']","['0-2', 'no']",27.272727272727273,82.97872340425532,47.40967698503242,37.68115942028986
"['0-2', 'ge40']","['no', 'no-recurrence-events']",27.272727272727273,82.97872340425532,47.40967698503242,42.391304347826086
"['0-2', 'ge40', 'no']",['no-recurrence-events'],27.272727272727273,84.78260869565217,51.668648446796574,38.80597014925373
"['ge40', 'no', 'no-recurrence-events']",['0-2'],27.272727272727273,88.63636363636364,61.72309887473533,36.61971830985916
"['0-2', 'ge40', 'no-recurrence-events']",['no'],27.272727272727273,98.73417721518987,95.03203857265407,30.952380952380953
